.Box: 24.9781454025390417,24.9781454025390417,24.9781454025390417
21.399073 18.709073 13.577073 @ 0.500000 C[0,0,1,1]
22.611073 18.897073 13.908073 @ 0.500000 C[0,0,1,1]
24.099073 17.832073 14.223073 @ 0.500000 C[0,0,1,1]
21.447073 19.558073 13.253073 @ 0.500000 C[0,0,1,1]
23.807073 18.396073 13.488073 @ 0.500000 C[0,0,1,1]
23.076073 19.755073 13.571073 @ 0.500000 C[0,0,1,1]
24.182073 20.035073 14.135073 @ 0.500000 C[0,0,1,1]
21.670073 20.575073 13.737073 @ 0.500000 C[0,0,1,1]
23.367073 20.532073 14.117073 @ 0.500000 C[0,0,1,1]
21.507073 21.648073 13.774073 @ 0.500000 C[0,0,1,1]
22.356073 21.418073 13.589073 @ 0.500000 C[0,0,1,1]
20.044073 22.044073 13.608073 @ 0.500000 C[0,0,1,1]
20.970073 22.421073 13.483073 @ 0.500000 C[0,0,1,1]
24.542073 21.800073 13.246073 @ 0.500000 C[0,0,1,1]
24.420073 21.993073 14.234073 @ 0.500000 C[0,0,1,1]
23.388073 22.689073 13.566073 @ 0.500000 C[0,0,1,1]
18.653073 23.465073 13.641073 @ 0.500000 C[0,0,1,1]
19.665073 23.977073 13.664073 @ 0.500000 C[0,0,1,1]
20.647073 23.852073 13.847073 @ 0.500000 C[0,0,1,1]
21.456073 23.332073 13.609073 @ 0.500000 C[0,0,1,1]
22.553073 24.205073 14.539073 @ 0.500000 C[0,0,1,1]
24.207073 22.855073 12.991073 @ 0.500000 C[0,0,1,1]
22.778073 24.388073 13.609073 @ 0.500000 C[0,0,1,1]
24.622073 24.556073 13.180073 @ 0.500000 C[0,0,1,1]
15.244073 12.890073 14.849073 @ 0.500000 C[0,0,1,1]
22.824073 13.067073 14.564073 @ 0.500000 C[0,0,1,1]
17.723073 13.127073 14.766073 @ 0.500000 C[0,0,1,1]
18.994073 14.029073 14.747073 @ 0.500000 C[0,0,1,1]
20.848073 13.512073 14.412073 @ 0.500000 C[0,0,1,1]
22.082073 12.697073 14.194073 @ 0.500000 C[0,0,1,1]
23.320073 13.824073 14.571073 @ 0.500000 C[0,0,1,1]
16.339073 14.448073 14.250073 @ 0.500000 C[0,0,1,1]
18.103073 14.707073 15.079073 @ 0.500000 C[0,0,1,1]
18.591073 15.440073 14.610073 @ 0.500000 C[0,0,1,1]
19.889073 14.075073 14.202073 @ 0.500000 C[0,0,1,1]
21.225073 14.404073 14.163073 @ 0.500000 C[0,0,1,1]
22.308073 13.974073 14.576073 @ 0.500000 C[0,0,1,1]
23.557073 14.802073 14.118073 @ 0.500000 C[0,0,1,1]
15.760073 15.237073 14.077073 @ 0.500000 C[0,0,1,1]
16.983073 14.944073 13.721073 @ 0.500000 C[0,0,1,1]
21.400073 15.302073 13.918073 @ 0.500000 C[0,0,1,1]
23.611073 15.728073 13.884073 @ 0.500000 C[0,0,1,1]
18.935073 16.423073 13.615073 @ 0.500000 C[0,0,1,1]
19.842073 16.199073 13.876073 @ 0.500000 C[0,0,1,1]
20.469073 15.197073 14.530073 @ 0.500000 C[0,0,1,1]
22.241073 16.192073 14.868073 @ 0.500000 C[0,0,1,1]
23.897073 16.330073 14.859073 @ 0.500000 C[0,0,1,1]
18.176073 16.467073 14.391073 @ 0.500000 C[0,0,1,1]
19.730073 16.657073 15.276073 @ 0.500000 C[0,0,1,1]
21.018073 16.719073 14.518073 @ 0.500000 C[0,0,1,1]
18.467073 17.327073 14.720073 @ 0.500000 C[0,0,1,1]
19.443073 17.447073 14.867073 @ 0.500000 C[0,0,1,1]
22.242073 17.387073 14.495073 @ 0.500000 C[0,0,1,1]
23.173073 18.191073 14.309073 @ 0.500000 C[0,0,1,1]
22.276073 19.434073 14.991073 @ 0.500000 C[0,0,1,1]
23.155073 19.202073 14.677073 @ 0.500000 C[0,0,1,1]
22.234073 19.965073 14.173073 @ 0.500000 C[0,0,1,1]
19.267073 23.215073 14.319073 @ 0.500000 C[0,0,1,1]
19.918073 23.742073 14.792073 @ 0.500000 C[0,0,1,1]
22.635073 22.936073 14.052073 @ 0.500000 C[0,0,1,1]
23.969073 23.381073 13.942073 @ 0.500000 C[0,0,1,1]
21.949073 24.794073 14.138073 @ 0.500000 C[0,0,1,1]
23.501073 24.199073 14.166073 @ 0.500000 C[0,0,1,1]
15.813073 13.694073 14.859073 @ 0.500000 C[0,0,1,1]
16.503073 13.592073 15.646073 @ 0.500000 C[0,0,1,1]
15.648073 14.592073 16.144073 @ 0.500000 C[0,0,1,1]
18.320073 13.410073 15.422073 @ 0.500000 C[0,0,1,1]
19.823073 13.470073 15.189073 @ 0.500000 C[0,0,1,1]
21.814073 13.330073 15.020073 @ 0.500000 C[0,0,1,1]
24.329073 13.449073 14.998073 @ 0.500000 C[0,0,1,1]
16.517073 14.531073 12.781073 @ 0.500000 C[0,0,1,1]
15.882073 15.037073 15.371073 @ 0.500000 C[0,0,1,1]
20.289073 14.291073 15.160073 @ 0.500000 C[0,0,1,1]
22.579073 14.117073 15.515073 @ 0.500000 C[0,0,1,1]
23.543073 14.071073 15.397073 @ 0.500000 C[0,0,1,1]
16.604073 15.141073 14.799073 @ 0.500000 C[0,0,1,1]
20.365073 15.322073 15.512073 @ 0.500000 C[0,0,1,1]
21.986073 15.208073 15.692073 @ 0.500000 C[0,0,1,1]
22.890073 15.605073 15.777073 @ 0.500000 C[0,0,1,1]
23.625073 15.414073 14.973073 @ 0.500000 C[0,0,1,1]
15.293073 16.217073 14.549073 @ 0.500000 C[0,0,1,1]
19.233073 16.239073 14.607073 @ 0.500000 C[0,0,1,1]
21.255073 15.657073 15.219073 @ 0.500000 C[0,0,1,1]
24.703073 16.673073 14.509073 @ 0.500000 C[0,0,1,1]
23.022073 16.571073 15.361073 @ 0.500000 C[0,0,1,1]
23.139073 17.414073 14.878073 @ 0.500000 C[0,0,1,1]
17.660073 15.743073 12.521073 @ 0.500000 C[0,0,1,1]
21.091073 24.447073 14.496073 @ 0.500000 C[0,0,1,1]
14.681073 13.144073 15.625073 @ 0.500000 C[0,0,1,1]
22.394073 12.680073 15.485073 @ 0.500000 C[0,0,1,1]
23.079073 13.206073 15.900073 @ 0.500000 C[0,0,1,1]
24.049073 13.268073 15.910073 @ 0.500000 C[0,0,1,1]
15.376073 13.737073 15.811073 @ 0.500000 C[0,0,1,1]
17.254073 14.114073 15.743073 @ 0.500000 C[0,0,1,1]
19.591073 13.788073 16.080073 @ 0.500000 C[0,0,1,1]
21.623073 13.135073 15.976073 @ 0.500000 C[0,0,1,1]
17.273073 14.235073 14.807073 @ 0.500000 C[0,0,1,1]
24.027073 14.898073 15.740073 @ 0.500000 C[0,0,1,1]
24.827073 15.234073 15.437073 @ 0.500000 C[0,0,1,1]
22.087073 16.400073 16.213073 @ 0.500000 C[0,0,1,1]
21.382073 16.978073 15.342073 @ 0.500000 C[0,0,1,1]
21.042073 21.732073 12.526073 @ 0.500000 C[0,0,1,1]
20.413073 24.050073 15.600073 @ 0.500000 C[0,0,1,1]
21.040073 18.774073 12.497073 @ 0.500000 C[0,0,1,1]
19.534073 24.376073 15.601073 @ 0.500000 C[0,0,1,1]
15.460073 13.202073 16.581073 @ 0.500000 C[0,0,1,1]
18.504073 12.810073 16.219073 @ 0.500000 C[0,0,1,1]
22.074073 13.543073 16.840073 @ 0.500000 C[0,0,1,1]
24.044073 12.670073 17.587073 @ 0.500000 C[0,0,1,1]
20.039073 13.109073 16.473073 @ 0.500000 C[0,0,1,1]
20.586073 13.572073 17.148073 @ 0.500000 C[0,0,1,1]
21.444073 14.195073 17.117073 @ 0.500000 C[0,0,1,1]
23.412073 13.367073 17.001073 @ 0.500000 C[0,0,1,1]
23.009073 14.206073 16.742073 @ 0.500000 C[0,0,1,1]
21.707073 14.254073 16.233073 @ 0.500000 C[0,0,1,1]
23.517073 15.087073 16.575073 @ 0.500000 C[0,0,1,1]
24.020073 15.044073 17.626073 @ 0.500000 C[0,0,1,1]
21.629073 15.982073 16.947073 @ 0.500000 C[0,0,1,1]
23.850073 15.893073 16.146073 @ 0.500000 C[0,0,1,1]
21.640073 17.277073 16.192073 @ 0.500000 C[0,0,1,1]
22.017073 12.595073 21.850073 @ 0.500000 C[0,0,1,1]
19.047073 18.265073 12.516073 @ 0.500000 C[0,0,1,1]
17.776073 18.406073 12.551073 @ 0.500000 C[0,0,1,1]
16.981073 12.669073 13.141073 @ 0.500000 C[0,0,1,1]
22.862073 12.711073 17.420073 @ 0.500000 C[0,0,1,1]
20.566073 13.941073 18.078073 @ 0.500000 C[0,0,1,1]
22.185073 13.272073 18.034073 @ 0.500000 C[0,0,1,1]
23.272073 13.550073 17.920073 @ 0.500000 C[0,0,1,1]
22.208073 14.174073 17.617073 @ 0.500000 C[0,0,1,1]
24.264073 14.160073 17.211073 @ 0.500000 C[0,0,1,1]
21.835073 15.031073 16.775073 @ 0.500000 C[0,0,1,1]
23.164073 14.636073 17.583073 @ 0.500000 C[0,0,1,1]
21.373073 13.531073 18.418073 @ 0.500000 C[0,0,1,1]
22.841073 12.587073 18.339073 @ 0.500000 C[0,0,1,1]
21.832073 14.167073 19.145073 @ 0.500000 C[0,0,1,1]
23.654073 14.260073 18.468073 @ 0.500000 C[0,0,1,1]
22.839073 15.501073 17.322073 @ 0.500000 C[0,0,1,1]
23.604073 15.991073 17.743073 @ 0.500000 C[0,0,1,1]
24.171073 15.455073 12.744073 @ 0.500000 C[0,0,1,1]
20.262073 13.177073 24.709073 @ 0.500000 C[0,0,1,1]
24.606073 13.254073 23.429073 @ 0.500000 C[0,0,1,1]
23.077073 12.527073 23.657073 @ 0.500000 C[0,0,1,1]
21.052073 13.434073 19.324073 @ 0.500000 C[0,0,1,1]
22.019073 13.312073 19.400073 @ 0.500000 C[0,0,1,1]
22.738073 14.190073 18.848073 @ 0.500000 C[0,0,1,1]
24.536073 14.451073 18.835073 @ 0.500000 C[0,0,1,1]
23.207073 15.551073 18.669073 @ 0.500000 C[0,0,1,1]
24.137073 15.256073 18.670073 @ 0.500000 C[0,0,1,1]
23.608073 16.357073 18.604073 @ 0.500000 C[0,0,1,1]
24.185073 13.143073 20.498073 @ 0.500000 C[0,0,1,1]
23.359073 19.870073 12.699073 @ 0.500000 C[0,0,1,1]
19.274073 24.925073 13.896073 @ 0.500000 C[0,0,1,1]
23.488073 12.895073 19.171073 @ 0.500000 C[0,0,1,1]
23.984073 13.608073 19.638073 @ 0.500000 C[0,0,1,1]
23.045073 14.299073 19.827073 @ 0.500000 C[0,0,1,1]
20.064073 19.792073 12.935073 @ 0.500000 C[0,0,1,1]
24.841073 14.599073 17.988073 @ 0.500000 C[0,0,1,1]
20.841073 13.084073 20.916073 @ 0.500000 C[0,0,1,1]
23.225073 13.320073 20.556073 @ 0.500000 C[0,0,1,1]
21.284073 12.862073 20.086073 @ 0.500000 C[0,0,1,1]
23.764073 14.098073 20.448073 @ 0.500000 C[0,0,1,1]
24.778073 14.592073 12.862073 @ 0.500000 C[0,0,1,1]
22.853073 13.200073 21.637073 @ 0.500000 C[0,0,1,1]
22.081073 13.185073 21.087073 @ 0.500000 C[0,0,1,1]
23.350073 14.184073 21.475073 @ 0.500000 C[0,0,1,1]
22.536073 14.086073 21.045073 @ 0.500000 C[0,0,1,1]
24.098073 14.480073 22.076073 @ 0.500000 C[0,0,1,1]
22.992073 15.982073 22.117073 @ 0.500000 C[0,0,1,1]
23.692073 15.333073 22.277073 @ 0.500000 C[0,0,1,1]
19.810073 13.012073 21.563073 @ 0.500000 C[0,0,1,1]
21.081073 12.831073 21.956073 @ 0.500000 C[0,0,1,1]
20.445073 14.087073 24.909073 @ 0.500000 C[0,0,1,1]
23.756073 12.953073 21.884073 @ 0.500000 C[0,0,1,1]
24.851073 13.289073 21.783073 @ 0.500000 C[0,0,1,1]
20.479073 13.627073 21.967073 @ 0.500000 C[0,0,1,1]
22.258073 13.946073 23.084073 @ 0.500000 C[0,0,1,1]
22.711073 15.133073 22.422073 @ 0.500000 C[0,0,1,1]
22.073073 12.807073 23.121073 @ 0.500000 C[0,0,1,1]
22.955073 12.823073 22.662073 @ 0.500000 C[0,0,1,1]
20.203073 13.101073 22.706073 @ 0.500000 C[0,0,1,1]
22.144073 13.922073 24.008073 @ 0.500000 C[0,0,1,1]
24.320073 13.714073 22.657073 @ 0.500000 C[0,0,1,1]
20.524073 15.518073 23.490073 @ 0.500000 C[0,0,1,1]
23.786073 14.224073 23.280073 @ 0.500000 C[0,0,1,1]
22.709073 14.728073 23.290073 @ 0.500000 C[0,0,1,1]
23.870073 12.794073 24.236073 @ 0.500000 C[0,0,1,1]
18.342073 13.771073 24.922073 @ 0.500000 C[0,0,1,1]
16.335073 12.609073 15.593073 @ 0.500000 C[0,0,1,1]
20.966073 23.658073 12.784073 @ 0.500000 C[0,0,1,1]
18.663073 12.853073 23.462073 @ 0.500000 C[0,0,1,1]
19.575073 13.325073 23.476073 @ 0.500000 C[0,0,1,1]
21.109073 12.870073 23.229073 @ 0.500000 C[0,0,1,1]
23.153073 13.460073 23.341073 @ 0.500000 C[0,0,1,1]
19.030073 13.458073 24.300073 @ 0.500000 C[0,0,1,1]
22.509073 13.072073 24.277073 @ 0.500000 C[0,0,1,1]
20.204073 14.659073 23.354073 @ 0.500000 C[0,0,1,1]
23.940073 13.766073 24.046073 @ 0.500000 C[0,0,1,1]
24.884073 14.197073 23.401073 @ 0.500000 C[0,0,1,1]
19.329073 14.426073 23.800073 @ 0.500000 C[0,0,1,1]
24.007073 15.037073 23.968073 @ 0.500000 C[0,0,1,1]
23.648073 15.594073 23.277073 @ 0.500000 C[0,0,1,1]
22.866073 15.575073 23.847073 @ 0.500000 C[0,0,1,1]
21.533073 13.105073 24.195073 @ 0.500000 C[0,0,1,1]
20.220073 13.969073 24.005073 @ 0.500000 C[0,0,1,1]
24.138073 14.293073 24.861073 @ 0.500000 C[0,0,1,1]
18.551073 12.582073 15.049073 @ 0.500000 C[0,0,1,1]
19.300073 14.591073 24.731073 @ 0.500000 C[0,0,1,1]
21.061073 14.495073 24.287073 @ 0.500000 C[0,0,1,1]
22.613073 14.629073 24.607073 @ 0.500000 C[0,0,1,1]
23.555073 15.070073 24.829073 @ 0.500000 C[0,0,1,1]
19.532073 12.468073 23.965073 @ 0.500000 C[0,0,1,1]
20.192073 14.995073 24.346073 @ 0.500000 C[0,0,1,1]
21.450073 15.358073 24.239073 @ 0.500000 C[0,0,1,1]
21.443073 12.943073 17.166073 @ 0.500000 C[0,0,1,1]
21.681073 12.624073 18.573073 @ 0.500000 C[0,0,1,1]
22.440073 15.845073 24.620073 @ 0.500000 C[0,0,1,1]
24.347073 13.512073 17.916073 @ 0.500000 C[0,0,1,1]
24.770073 12.605073 22.418073 @ 0.500000 C[0,0,1,1]
24.900073 15.092073 16.330073 @ 0.500000 C[0,0,1,1]
24.820073 18.574073 13.353073 @ 0.500000 C[0,0,1,1]
19.925073 24.683073 14.442073 @ 0.500000 C[0,0,1,1]
24.892073 19.431073 13.840073 @ 0.500000 C[0,0,1,1]
20.242073 24.733073 13.029073 @ 0.500000 C[0,0,1,1]
10.907054 22.063342 0.977640 @ 6.986323 C[1,0,0,0.25]
7.845441 -2.099232 22.718109 @ 7.399628 C[1,0,0,0.25]
10.983988 -3.704502 18.656952 @ 7.311005 C[1,0,0,0.25]
28.241386 20.788271 20.733272 @ 6.107613 C[1,0,0,0.25]
16.857533 20.567157 20.640526 @ 6.359787 C[1,0,0,0.25]
12.230566 23.011072 2.346973 @ 5.550149 C[1,0,0,0.25]
11.614236 9.249894 21.729710 @ 4.583178 C[1,0,0,0.25]
12.883898 22.364800 21.412122 @ 8.098584 C[1,0,0,0.25]
10.651664 14.819779 20.780133 @ 6.085581 C[1,0,0,0.25]
11.370931 1.888238 21.530980 @ 6.883492 C[1,0,0,0.25]
9.980889 -2.565594 -2.787574 @ 8.285655 C[1,0,0,0.25]
7.805967 19.563689 19.869410 @ 7.736931 C[1,0,0,0.25]
11.442155 0.162058 21.549024 @ 7.487313 C[1,0,0,0.25]
27.821767 21.596946 21.853918 @ 5.916570 C[1,0,0,0.25]
12.483177 21.672547 -3.880725 @ 8.474328 C[1,0,0,0.25]
8.131325 16.250374 21.970550 @ 5.724640 C[1,0,0,0.25]
4.764550 22.372650 22.989753 @ 6.245365 C[1,0,0,0.25]
16.459970 19.127103 20.382716 @ 5.760333 C[1,0,0,0.25]
6.096623 -0.519026 23.117679 @ 5.653885 C[1,0,0,0.25]
3.995076 1.325974 -0.935155 @ 3.650632 C[1,0,0,0.25]
13.185275 21.547569 21.003900 @ 8.132260 C[1,0,0,0.25]
10.727657 14.602047 20.075030 @ 5.546402 C[1,0,0,0.25]
43.926480 20.858173 20.727803 @ 5.715086 C[1,0,0,0.25]
4.921639 20.038235 20.284839 @ 6.569144 C[1,0,0,0.25]
10.058577 20.914156 -2.420368 @ 9.121541 C[1,0,0,0.25]
13.098494 22.637836 -2.732775 @ 7.426978 C[1,0,0,0.25]
13.935947 21.349885 20.920105 @ 7.793226 C[1,0,0,0.25]
10.003939 22.341952 22.199847 @ 8.336247 C[1,0,0,0.25]
12.146997 -1.542751 21.330973 @ 7.970977 C[1,0,0,0.25]
11.390216 2.101655 21.509867 @ 6.831902 C[1,0,0,0.25]
14.431899 22.360056 -3.224219 @ 7.036993 C[1,0,0,0.25]
7.018918 21.896585 22.889391 @ 7.560731 C[1,0,0,0.25]
8.391055 2.241487 22.306943 @ 5.322988 C[1,0,0,0.25]
11.316420 21.467528 12.514896 @ 5.003602 C[1,0,0,0.25]
11.613640 12.746534 21.527519 @ 5.163345 C[1,0,0,0.25]
7.835450 16.649548 -1.852827 @ 5.478367 C[1,0,0,0.25]
8.771113 15.690234 21.429881 @ 5.668958 C[1,0,0,0.25]
6.917403 16.160254 0.229203 @ 3.926600 C[1,0,0,0.25]
11.098767 0.261088 21.604574 @ 7.324678 C[1,0,0,0.25]
10.521135 20.556466 12.391696 @ 5.080183 C[1,0,0,0.25]
11.630592 -3.205362 21.227743 @ 8.927444 C[1,0,0,0.25]
16.007633 15.712012 20.787510 @ 4.162814 C[1,0,0,0.25]
11.660136 -3.175673 21.212635 @ 8.923040 C[1,0,0,0.25]
12.430358 22.157014 4.410965 @ 4.964708 C[1,0,0,0.25]
9.359703 9.515758 22.253719 @ 3.152017 C[1,0,0,0.25]
9.429933 19.679906 20.868168 @ 8.789105 C[1,0,0,0.25]
14.395603 22.123497 21.239044 @ 7.439890 C[1,0,0,0.25]
11.244806 21.792039 8.535819 @ 5.040707 C[1,0,0,0.25]
13.429858 22.224008 21.332761 @ 7.850587 C[1,0,0,0.25]
23.790952 21.722827 21.636144 @ 5.315992 C[1,0,0,0.25]
5.854764 -0.199536 23.209441 @ 5.367695 C[1,0,0,0.25]
3.499254 19.858404 19.934178 @ 5.642983 C[1,0,0,0.25]
10.308469 21.365372 -1.596638 @ 8.492615 C[1,0,0,0.25]
16.145932 15.887750 20.657126 @ 4.206060 C[1,0,0,0.25]
7.316729 19.703125 20.033762 @ 7.600091 C[1,0,0,0.25]
27.165320 21.187010 21.025670 @ 5.967855 C[1,0,0,0.25]
20.459405 21.382891 -3.594152 @ 5.509978 C[1,0,0,0.25]
9.812455 20.112639 14.280392 @ 5.480996 C[1,0,0,0.25]
9.631204 20.070707 14.270590 @ 5.395342 C[1,0,0,0.25]
6.904714 20.116266 20.520633 @ 7.557394 C[1,0,0,0.25]
12.496990 1.953064 -3.374976 @ 6.252308 C[1,0,0,0.25]
9.758659 21.549766 5.833525 @ 5.244891 C[1,0,0,0.25]
13.118753 21.560934 21.012815 @ 8.162815 C[1,0,0,0.25]
11.537454 19.880077 -1.895880 @ 7.626088 C[1,0,0,0.25]
27.825915 22.374626 -2.503257 @ 5.548226 C[1,0,0,0.25]
14.308749 21.533693 11.226135 @ 2.720857 C[1,0,0,0.25]
9.761210 20.027713 21.285220 @ 8.976721 C[1,0,0,0.25]
15.201563 20.597069 -4.034503 @ 7.199448 C[1,0,0,0.25]
10.585094 20.737852 21.755827 @ 9.200926 C[1,0,0,0.25]
12.757723 10.271703 21.500215 @ 4.144644 C[1,0,0,0.25]
10.424077 20.568206 21.758677 @ 9.221890 C[1,0,0,0.25]
9.431944 19.056933 21.044918 @ 8.456847 C[1,0,0,0.25]
14.925166 -0.726885 21.143939 @ 5.758700 C[1,0,0,0.25]
14.357780 22.088342 21.222328 @ 7.462624 C[1,0,0,0.25]
9.531635 21.180806 0.847221 @ 6.982995 C[1,0,0,0.25]
11.327380 19.699206 21.867852 @ 8.304138 C[1,0,0,0.25]
12.070402 18.768166 -3.038885 @ 7.488529 C[1,0,0,0.25]
14.275672 16.845087 21.558191 @ 5.521361 C[1,0,0,0.25]
11.956357 4.287822 21.859857 @ 5.912100 C[1,0,0,0.25]
10.832730 4.409118 22.397251 @ 5.326738 C[1,0,0,0.25]
14.818352 20.961444 20.381745 @ 7.033428 C[1,0,0,0.25]
11.415143 21.133560 -3.514199 @ 8.827869 C[1,0,0,0.25]
22.738618 21.643975 -3.349359 @ 5.188568 C[1,0,0,0.25]
14.301299 10.148105 21.072699 @ 2.985834 C[1,0,0,0.25]
8.434623 22.385593 22.529387 @ 7.896183 C[1,0,0,0.25]
0.519263 20.710488 22.431715 @ 4.860375 C[1,0,0,0.25]
10.770630 12.711269 21.045129 @ 5.006339 C[1,0,0,0.25]
12.625616 21.882871 18.413284 @ 6.857545 C[1,0,0,0.25]
25.906243 21.507071 -3.419101 @ 5.771315 C[1,0,0,0.25]
11.989362 12.622389 21.894119 @ 5.150157 C[1,0,0,0.25]
13.863566 -1.386887 21.114036 @ 6.817450 C[1,0,0,0.25]
2.227845 21.246890 21.159717 @ 5.975622 C[1,0,0,0.25]
9.067721 21.211346 5.185996 @ 5.294116 C[1,0,0,0.25]
3.159425 -1.754217 -1.655829 @ 5.048688 C[1,0,0,0.25]
9.311743 20.925576 -1.041580 @ 8.158471 C[1,0,0,0.25]
14.044888 3.717813 21.789461 @ 4.568487 C[1,0,0,0.25]
13.641869 21.233632 15.913071 @ 4.954014 C[1,0,0,0.25]
9.720376 -3.815553 -2.490523 @ 9.019786 C[1,0,0,0.25]
12.492052 4.548009 22.113593 @ 5.490026 C[1,0,0,0.25]
18.507453 -1.372337 20.491359 @ 4.555903 C[1,0,0,0.25]
9.766081 20.001794 21.259001 @ 8.981292 C[1,0,0,0.25]
14.020273 -1.338317 21.097933 @ 6.696182 C[1,0,0,0.25]
12.367666 4.255365 23.205144 @ 4.946016 C[1,0,0,0.25]
12.547315 20.351185 -3.428779 @ 7.984693 C[1,0,0,0.25]
12.437229 21.722968 5.059776 @ 4.993159 C[1,0,0,0.25]
13.224054 21.779620 18.291900 @ 6.516132 C[1,0,0,0.25]
7.776906 19.929352 20.584386 @ 7.930910 C[1,0,0,0.25]
9.578839 21.318588 17.321257 @ 6.215853 C[1,0,0,0.25]
12.544433 22.279623 4.292311 @ 4.869929 C[1,0,0,0.25]
9.452165 19.997765 13.643000 @ 5.066548 C[1,0,0,0.25]
9.855085 16.992995 20.606304 @ 7.195239 C[1,0,0,0.25]
9.926021 20.351799 21.683416 @ 9.072112 C[1,0,0,0.25]
11.591066 12.365680 21.515339 @ 5.056248 C[1,0,0,0.25]
11.047180 12.535938 20.707312 @ 4.994675 C[1,0,0,0.25]
7.088321 3.385137 23.364485 @ 4.177425 C[1,0,0,0.25]
9.041439 19.984770 21.022831 @ 8.555636 C[1,0,0,0.25]
14.742813 19.923790 21.349980 @ 7.006542 C[1,0,0,0.25]
10.119594 20.903020 22.301725 @ 9.222569 C[1,0,0,0.25]
12.508860 0.543180 21.383237 @ 6.775409 C[1,0,0,0.25]
8.397101 21.141770 -0.866414 @ 7.568714 C[1,0,0,0.25]
13.761413 21.440076 20.927400 @ 7.885034 C[1,0,0,0.25]
10.495423 20.756524 20.744826 @ 8.555797 C[1,0,0,0.25]
6.107303 20.957423 1.157884 @ 5.274351 C[1,0,0,0.25]
17.454179 -1.509114 22.052919 @ 4.814740 C[1,0,0,0.25]
11.737042 3.207182 21.823469 @ 6.394516 C[1,0,0,0.25]
13.902235 21.381193 20.812426 @ 7.736028 C[1,0,0,0.25]
17.246997 20.513130 20.529524 @ 6.166534 C[1,0,0,0.25]
12.097541 22.907278 3.096858 @ 5.499980 C[1,0,0,0.25]
5.538501 19.545754 14.077472 @ 3.710027 C[1,0,0,0.25]
9.170441 21.111872 22.269103 @ 8.665153 C[1,0,0,0.25]
14.720974 19.409705 21.409026 @ 6.696407 C[1,0,0,0.25]
11.104172 12.517815 -3.936914 @ 5.139357 C[1,0,0,0.25]
10.227456 21.283193 -1.278434 @ 8.387979 C[1,0,0,0.25]
6.591686 21.953612 22.948655 @ 7.333109 C[1,0,0,0.25]
10.213500 20.115088 12.489716 @ 5.151706 C[1,0,0,0.25]
7.584962 19.496697 20.677932 @ 7.549760 C[1,0,0,0.25]
19.129683 20.607360 17.565079 @ 3.666005 C[1,0,0,0.25]
10.685072 20.477130 -2.214428 @ 8.480313 C[1,0,0,0.25]
9.691184 21.136646 -0.578100 @ 7.894610 C[1,0,0,0.25]
9.749763 1.954696 21.662046 @ 6.211565 C[1,0,0,0.25]
26.936812 21.212744 20.884724 @ 5.813333 C[1,0,0,0.25]
5.083200 21.945635 22.744659 @ 6.551130 C[1,0,0,0.25]
7.148772 -3.638468 21.904219 @ 7.649812 C[1,0,0,0.25]
14.080159 20.329435 21.276889 @ 7.356302 C[1,0,0,0.25]
12.320148 -3.275187 21.119773 @ 8.560175 C[1,0,0,0.25]
10.485111 20.662638 21.819122 @ 9.232801 C[1,0,0,0.25]
25.317223 21.536223 20.617211 @ 5.313563 C[1,0,0,0.25]
10.611722 -3.235822 -0.732236 @ 7.850678 C[1,0,0,0.25]
21.053290 20.980106 20.542947 @ 5.087225 C[1,0,0,0.25]
24.249425 21.706785 21.504290 @ 5.393112 C[1,0,0,0.25]
6.059553 0.630656 23.489166 @ 4.905430 C[1,0,0,0.25]
15.404348 -2.550200 21.216648 @ 6.737714 C[1,0,0,0.25]
13.527830 22.871077 -1.460908 @ 6.325521 C[1,0,0,0.25]
8.793481 19.785840 20.736241 @ 8.447484 C[1,0,0,0.25]
10.758231 14.706833 20.857552 @ 6.014378 C[1,0,0,0.25]
9.647297 19.237693 -2.211953 @ 7.931723 C[1,0,0,0.25]
10.724968 21.148957 19.317073 @ 7.741656 C[1,0,0,0.25]
6.300319 19.085273 17.784462 @ 6.022474 C[1,0,0,0.25]
11.673959 -3.049133 21.262586 @ 8.898015 C[1,0,0,0.25]
11.095515 4.907073 22.457825 @ 5.240504 C[1,0,0,0.25]
14.481275 20.323694 21.206524 @ 7.235717 C[1,0,0,0.25]
13.190231 20.204916 3.299582 @ 4.171214 C[1,0,0,0.25]
22.987254 21.700238 21.442137 @ 5.256153 C[1,0,0,0.25]
11.377976 -3.104598 8.768966 @ 4.983392 C[1,0,0,0.25]
11.479024 -2.053671 1.679799 @ 6.398655 C[1,0,0,0.25]
8.290369 17.993459 -0.694386 @ 5.817743 C[1,0,0,0.25]
9.094153 15.790418 21.218938 @ 5.935139 C[1,0,0,0.25]
7.987061 21.600416 -1.791718 @ 7.835067 C[1,0,0,0.25]
12.509919 22.512772 -2.993316 @ 7.948593 C[1,0,0,0.25]
10.321279 14.116059 20.782409 @ 5.569498 C[1,0,0,0.25]
27.191173 22.460691 22.529227 @ 5.251186 C[1,0,0,0.25]
10.542395 21.754387 22.196337 @ 8.901378 C[1,0,0,0.25]
25.939586 22.133407 -2.644926 @ 5.074257 C[1,0,0,0.25]
12.170718 21.817572 16.725556 @ 6.271393 C[1,0,0,0.25]
13.527685 -3.473786 20.759989 @ 7.845506 C[1,0,0,0.25]
