.Box: 24.9781454025390417,24.9781454025390417,24.9781454025390417
2.827073 5.703073 12.750073 @ 0.500000 C[0,0,1,1]
3.707073 5.942073 12.952073 @ 0.500000 C[0,0,1,1]
5.728073 5.977073 13.273073 @ 0.500000 C[0,0,1,1]
6.427073 6.256073 12.695073 @ 0.500000 C[0,0,1,1]
9.030073 5.357073 12.661073 @ 0.500000 C[0,0,1,1]
2.805073 6.363073 13.496073 @ 0.500000 C[0,0,1,1]
5.226073 6.544073 12.580073 @ 0.500000 C[0,0,1,1]
12.456073 7.715073 12.723073 @ 0.500000 C[0,0,1,1]
8.618073 6.249073 12.839073 @ 0.500000 C[0,0,1,1]
0.446073 7.594073 12.799073 @ 0.500000 C[0,0,1,1]
2.197073 8.056073 13.242073 @ 0.500000 C[0,0,1,1]
5.692073 8.049073 12.688073 @ 0.500000 C[0,0,1,1]
9.287073 7.200073 13.464073 @ 0.500000 C[0,0,1,1]
11.635073 6.984073 12.788073 @ 0.500000 C[0,0,1,1]
10.671073 7.377073 12.666073 @ 0.500000 C[0,0,1,1]
3.177073 8.294073 13.130073 @ 0.500000 C[0,0,1,1]
6.889073 8.300073 13.015073 @ 0.500000 C[0,0,1,1]
9.416073 7.918073 12.804073 @ 0.500000 C[0,0,1,1]
0.932073 8.638073 12.730073 @ 0.500000 C[0,0,1,1]
1.941073 9.057073 12.871073 @ 0.500000 C[0,0,1,1]
4.920073 9.073073 12.900073 @ 0.500000 C[0,0,1,1]
0.130073 2.973073 13.898073 @ 0.500000 C[0,0,1,1]
1.499073 1.238073 12.656073 @ 0.500000 C[0,0,1,1]
5.194073 10.126073 12.939073 @ 0.500000 C[0,0,1,1]
7.811073 9.128073 12.980073 @ 0.500000 C[0,0,1,1]
10.790073 3.887073 12.512073 @ 0.500000 C[0,0,1,1]
0.507073 10.532073 12.635073 @ 0.500000 C[0,0,1,1]
2.421073 9.947073 13.119073 @ 0.500000 C[0,0,1,1]
4.245073 4.993073 12.534073 @ 0.500000 C[0,0,1,1]
7.576073 10.227073 12.572073 @ 0.500000 C[0,0,1,1]
9.831073 10.747073 13.001073 @ 0.500000 C[0,0,1,1]
11.396073 11.277073 12.868073 @ 0.500000 C[0,0,1,1]
2.163073 10.896073 13.292073 @ 0.500000 C[0,0,1,1]
5.777073 11.025073 13.438073 @ 0.500000 C[0,0,1,1]
7.951073 11.306073 12.721073 @ 0.500000 C[0,0,1,1]
11.818073 12.075073 13.081073 @ 0.500000 C[0,0,1,1]
0.324073 11.708073 13.242073 @ 0.500000 C[0,0,1,1]
5.343073 11.862073 13.195073 @ 0.500000 C[0,0,1,1]
0.520073 1.188073 13.025073 @ 0.500000 C[0,0,1,1]
3.088073 0.074073 13.793073 @ 0.500000 C[0,0,1,1]
3.924073 2.061073 14.385073 @ 0.500000 C[0,0,1,1]
4.830073 2.013073 13.990073 @ 0.500000 C[0,0,1,1]
5.891073 1.730073 13.173073 @ 0.500000 C[0,0,1,1]
8.137073 2.441073 13.502073 @ 0.500000 C[0,0,1,1]
1.180073 2.827073 14.350073 @ 0.500000 C[0,0,1,1]
5.234073 3.457073 13.125073 @ 0.500000 C[0,0,1,1]
6.601073 2.542073 13.407073 @ 0.500000 C[0,0,1,1]
7.746073 3.053073 14.160073 @ 0.500000 C[0,0,1,1]
9.649073 2.791073 13.380073 @ 0.500000 C[0,0,1,1]
2.302073 3.956073 13.733073 @ 0.500000 C[0,0,1,1]
3.283073 3.942073 13.645073 @ 0.500000 C[0,0,1,1]
6.112073 3.363073 13.451073 @ 0.500000 C[0,0,1,1]
8.535073 4.174073 13.380073 @ 0.500000 C[0,0,1,1]
11.192073 3.868073 13.765073 @ 0.500000 C[0,0,1,1]
2.740073 4.058073 12.889073 @ 0.500000 C[0,0,1,1]
5.078073 4.339073 14.092073 @ 0.500000 C[0,0,1,1]
7.366073 4.507073 13.560073 @ 0.500000 C[0,0,1,1]
10.281073 4.501073 14.066073 @ 0.500000 C[0,0,1,1]
3.266073 5.433073 13.985073 @ 0.500000 C[0,0,1,1]
4.219073 4.974073 13.770073 @ 0.500000 C[0,0,1,1]
5.781073 4.982073 14.004073 @ 0.500000 C[0,0,1,1]
7.952073 5.361073 13.637073 @ 0.500000 C[0,0,1,1]
11.072073 4.886073 13.674073 @ 0.500000 C[0,0,1,1]
9.063073 1.976073 12.624073 @ 0.500000 C[0,0,1,1]
1.151073 5.862073 13.254073 @ 0.500000 C[0,0,1,1]
4.898073 5.856073 13.993073 @ 0.500000 C[0,0,1,1]
6.252073 6.485073 13.868073 @ 0.500000 C[0,0,1,1]
7.135073 6.134073 13.354073 @ 0.500000 C[0,0,1,1]
9.085073 5.597073 13.580073 @ 0.500000 C[0,0,1,1]
9.619073 6.110073 13.017073 @ 0.500000 C[0,0,1,1]
2.058073 6.857073 13.232073 @ 0.500000 C[0,0,1,1]
4.648073 6.693073 13.484073 @ 0.500000 C[0,0,1,1]
7.801073 7.013073 13.602073 @ 0.500000 C[0,0,1,1]
1.097073 7.357073 14.301073 @ 0.500000 C[0,0,1,1]
6.040073 7.149073 12.934073 @ 0.500000 C[0,0,1,1]
10.256073 7.347073 13.722073 @ 0.500000 C[0,0,1,1]
3.748073 8.117073 13.960073 @ 0.500000 C[0,0,1,1]
4.532073 7.914073 13.194073 @ 0.500000 C[0,0,1,1]
10.213073 8.296073 13.146073 @ 0.500000 C[0,0,1,1]
10.928073 8.102073 13.787073 @ 0.500000 C[0,0,1,1]
3.238073 8.794073 14.212073 @ 0.500000 C[0,0,1,1]
4.012073 8.751073 13.117073 @ 0.500000 C[0,0,1,1]
4.909073 8.968073 13.846073 @ 0.500000 C[0,0,1,1]
7.134073 8.914073 13.648073 @ 0.500000 C[0,0,1,1]
8.910073 9.592073 14.066073 @ 0.500000 C[0,0,1,1]
9.855073 9.337073 13.959073 @ 0.500000 C[0,0,1,1]
2.644073 9.515073 13.962073 @ 0.500000 C[0,0,1,1]
3.559073 9.959073 14.036073 @ 0.500000 C[0,0,1,1]
4.981073 9.903073 14.494073 @ 0.500000 C[0,0,1,1]
9.903073 10.282073 13.868073 @ 0.500000 C[0,0,1,1]
11.832073 8.860073 13.775073 @ 0.500000 C[0,0,1,1]
1.603073 10.535073 14.359073 @ 0.500000 C[0,0,1,1]
2.901073 10.590073 13.795073 @ 0.500000 C[0,0,1,1]
4.428073 10.203073 13.679073 @ 0.500000 C[0,0,1,1]
6.687073 11.093073 13.651073 @ 0.500000 C[0,0,1,1]
7.786073 9.810073 13.701073 @ 0.500000 C[0,0,1,1]
8.696073 11.273073 13.513073 @ 0.500000 C[0,0,1,1]
11.012073 10.747073 13.618073 @ 0.500000 C[0,0,1,1]
5.833073 11.037073 14.362073 @ 0.500000 C[0,0,1,1]
1.338073 11.936073 13.446073 @ 0.500000 C[0,0,1,1]
3.453073 11.423073 13.419073 @ 0.500000 C[0,0,1,1]
4.411073 11.252073 13.409073 @ 0.500000 C[0,0,1,1]
5.690073 12.310073 13.996073 @ 0.500000 C[0,0,1,1]
7.455073 11.802073 13.273073 @ 0.500000 C[0,0,1,1]
8.831073 2.898073 12.620073 @ 0.500000 C[0,0,1,1]
4.099073 0.495073 14.180073 @ 0.500000 C[0,0,1,1]
0.135073 9.885073 16.129073 @ 0.500000 C[0,0,1,1]
1.220073 0.893073 14.786073 @ 0.500000 C[0,0,1,1]
3.408073 0.867073 14.792073 @ 0.500000 C[0,0,1,1]
0.135073 5.002073 20.159073 @ 0.500000 C[0,0,1,1]
1.072073 1.918073 14.567073 @ 0.500000 C[0,0,1,1]
2.006073 1.822073 14.293073 @ 0.500000 C[0,0,1,1]
2.985073 2.044073 14.142073 @ 0.500000 C[0,0,1,1]
2.070073 2.807073 14.042073 @ 0.500000 C[0,0,1,1]
5.076073 2.970073 13.954073 @ 0.500000 C[0,0,1,1]
5.943073 2.980073 14.576073 @ 0.500000 C[0,0,1,1]
1.645073 4.440073 14.238073 @ 0.500000 C[0,0,1,1]
2.876073 3.820073 14.633073 @ 0.500000 C[0,0,1,1]
7.232073 3.849073 14.621073 @ 0.500000 C[0,0,1,1]
8.614073 3.322073 14.421073 @ 0.500000 C[0,0,1,1]
10.361073 3.408073 13.791073 @ 0.500000 C[0,0,1,1]
4.098073 5.045073 15.089073 @ 0.500000 C[0,0,1,1]
6.429073 3.916073 14.113073 @ 0.500000 C[0,0,1,1]
7.060073 4.957073 14.588073 @ 0.500000 C[0,0,1,1]
9.336073 4.738073 14.050073 @ 0.500000 C[0,0,1,1]
0.522073 5.663073 13.939073 @ 0.500000 C[0,0,1,1]
2.599073 4.900073 13.624073 @ 0.500000 C[0,0,1,1]
3.509073 4.615073 14.421073 @ 0.500000 C[0,0,1,1]
8.852073 4.968073 14.817073 @ 0.500000 C[0,0,1,1]
3.947073 5.901073 14.501073 @ 0.500000 C[0,0,1,1]
5.126073 5.117073 14.733073 @ 0.500000 C[0,0,1,1]
6.701073 6.372073 15.114073 @ 0.500000 C[0,0,1,1]
6.536073 5.714073 14.401073 @ 0.500000 C[0,0,1,1]
8.024073 5.616073 14.576073 @ 0.500000 C[0,0,1,1]
9.669073 5.785073 14.340073 @ 0.500000 C[0,0,1,1]
10.903073 6.665073 14.083073 @ 0.500000 C[0,0,1,1]
1.360073 6.466073 13.971073 @ 0.500000 C[0,0,1,1]
7.430073 6.560073 14.348073 @ 0.500000 C[0,0,1,1]
8.494073 6.488073 13.945073 @ 0.500000 C[0,0,1,1]
1.213073 7.220073 15.210073 @ 0.500000 C[0,0,1,1]
2.867073 7.423073 13.661073 @ 0.500000 C[0,0,1,1]
4.931073 7.507073 13.940073 @ 0.500000 C[0,0,1,1]
6.009073 7.470073 13.903073 @ 0.500000 C[0,0,1,1]
8.988073 8.298073 14.599073 @ 0.500000 C[0,0,1,1]
10.056073 8.118073 14.323073 @ 0.500000 C[0,0,1,1]
1.996073 8.498073 14.038073 @ 0.500000 C[0,0,1,1]
2.757073 7.941073 14.561073 @ 0.500000 C[0,0,1,1]
6.985073 8.461073 14.610073 @ 0.500000 C[0,0,1,1]
12.068073 7.918073 13.983073 @ 0.500000 C[0,0,1,1]
0.450073 9.060073 14.274073 @ 0.500000 C[0,0,1,1]
2.013073 8.710073 14.907073 @ 0.500000 C[0,0,1,1]
4.802073 8.334073 14.608073 @ 0.500000 C[0,0,1,1]
6.389073 9.402073 13.646073 @ 0.500000 C[0,0,1,1]
1.209073 9.534073 14.115073 @ 0.500000 C[0,0,1,1]
6.324073 10.151073 14.215073 @ 0.500000 C[0,0,1,1]
7.585073 9.319073 14.481073 @ 0.500000 C[0,0,1,1]
0.993073 10.299073 13.612073 @ 0.500000 C[0,0,1,1]
5.822073 10.096073 14.988073 @ 0.500000 C[0,0,1,1]
8.629073 10.679073 14.264073 @ 0.500000 C[0,0,1,1]
9.578073 10.838073 14.574073 @ 0.500000 C[0,0,1,1]
12.275073 9.205073 14.570073 @ 0.500000 C[0,0,1,1]
0.041073 11.138073 14.130073 @ 0.500000 C[0,0,1,1]
2.024073 11.392073 14.385073 @ 0.500000 C[0,0,1,1]
3.168073 11.557073 14.412073 @ 0.500000 C[0,0,1,1]
3.938073 11.000073 14.174073 @ 0.500000 C[0,0,1,1]
5.619073 10.997073 15.324073 @ 0.500000 C[0,0,1,1]
7.309073 10.594073 14.406073 @ 0.500000 C[0,0,1,1]
7.852073 11.058073 13.745073 @ 0.500000 C[0,0,1,1]
11.047073 11.116073 14.922073 @ 0.500000 C[0,0,1,1]
11.324073 11.610073 13.918073 @ 0.500000 C[0,0,1,1]
0.632073 9.882073 21.496073 @ 0.500000 C[0,0,1,1]
1.060073 11.507073 14.292073 @ 0.500000 C[0,0,1,1]
2.700073 11.997073 13.753073 @ 0.500000 C[0,0,1,1]
6.003073 11.975073 14.853073 @ 0.500000 C[0,0,1,1]
2.714073 0.239073 15.113073 @ 0.500000 C[0,0,1,1]
2.003073 0.959073 15.387073 @ 0.500000 C[0,0,1,1]
2.495073 1.741073 15.113073 @ 0.500000 C[0,0,1,1]
5.538073 1.535073 15.816073 @ 0.500000 C[0,0,1,1]
0.313073 2.853073 15.210073 @ 0.500000 C[0,0,1,1]
1.168073 2.671073 15.409073 @ 0.500000 C[0,0,1,1]
3.493073 1.963073 15.784073 @ 0.500000 C[0,0,1,1]
4.815073 1.787073 15.157073 @ 0.500000 C[0,0,1,1]
1.952073 3.142073 15.037073 @ 0.500000 C[0,0,1,1]
2.850073 2.699073 14.813073 @ 0.500000 C[0,0,1,1]
6.140073 2.299073 15.213073 @ 0.500000 C[0,0,1,1]
6.529073 3.190073 15.469073 @ 0.500000 C[0,0,1,1]
0.762073 3.706073 15.118073 @ 0.500000 C[0,0,1,1]
3.182073 3.343073 15.431073 @ 0.500000 C[0,0,1,1]
3.800073 3.587073 14.616073 @ 0.500000 C[0,0,1,1]
4.765073 3.302073 14.913073 @ 0.500000 C[0,0,1,1]
5.563073 3.686073 15.167073 @ 0.500000 C[0,0,1,1]
7.485073 3.492073 15.461073 @ 0.500000 C[0,0,1,1]
0.862073 12.329073 23.583073 @ 0.500000 C[0,0,1,1]
1.524073 5.061073 14.930073 @ 0.500000 C[0,0,1,1]
3.827073 4.207073 15.406073 @ 0.500000 C[0,0,1,1]
6.426073 4.431073 15.340073 @ 0.500000 C[0,0,1,1]
8.165073 4.480073 14.279073 @ 0.500000 C[0,0,1,1]
2.058073 5.642073 14.379073 @ 0.500000 C[0,0,1,1]
7.548073 4.583073 15.327073 @ 0.500000 C[0,0,1,1]
11.526073 7.888073 13.103073 @ 0.500000 C[0,0,1,1]
3.310073 5.721073 15.340073 @ 0.500000 C[0,0,1,1]
8.734073 5.966073 15.116073 @ 0.500000 C[0,0,1,1]
0.701073 6.464073 14.871073 @ 0.500000 C[0,0,1,1]
1.740073 6.470073 15.128073 @ 0.500000 C[0,0,1,1]
2.170073 7.022073 14.215073 @ 0.500000 C[0,0,1,1]
4.945073 5.894073 15.187073 @ 0.500000 C[0,0,1,1]
5.089073 6.825073 14.933073 @ 0.500000 C[0,0,1,1]
7.680073 6.327073 15.234073 @ 0.500000 C[0,0,1,1]
8.369073 7.017073 14.751073 @ 0.500000 C[0,0,1,1]
9.039073 6.837073 15.362073 @ 0.500000 C[0,0,1,1]
10.182073 6.526073 14.652073 @ 0.500000 C[0,0,1,1]
11.350073 6.214073 14.837073 @ 0.500000 C[0,0,1,1]
12.215073 6.637073 14.911073 @ 0.500000 C[0,0,1,1]
5.458073 7.719073 14.997073 @ 0.500000 C[0,0,1,1]
6.834073 7.525073 14.352073 @ 0.500000 C[0,0,1,1]
0.315073 7.998073 14.642073 @ 0.500000 C[0,0,1,1]
1.156073 8.453073 15.307073 @ 0.500000 C[0,0,1,1]
2.315073 7.754073 15.424073 @ 0.500000 C[0,0,1,1]
3.982073 8.255073 15.116073 @ 0.500000 C[0,0,1,1]
8.039073 8.168073 14.979073 @ 0.500000 C[0,0,1,1]
9.205073 7.422073 14.407073 @ 0.500000 C[0,0,1,1]
9.933073 7.479073 15.073073 @ 0.500000 C[0,0,1,1]
3.030073 8.742073 15.252073 @ 0.500000 C[0,0,1,1]
4.138073 9.077073 15.539073 @ 0.500000 C[0,0,1,1]
5.823073 9.243073 14.390073 @ 0.500000 C[0,0,1,1]
6.470073 8.927073 15.267073 @ 0.500000 C[0,0,1,1]
8.695073 9.237073 14.911073 @ 0.500000 C[0,0,1,1]
4.415073 10.015073 15.282073 @ 0.500000 C[0,0,1,1]
1.007073 6.805073 12.578073 @ 0.500000 C[0,0,1,1]
0.708073 9.570073 15.379073 @ 0.500000 C[0,0,1,1]
1.746073 10.864073 15.497073 @ 0.500000 C[0,0,1,1]
3.132073 10.591073 14.719073 @ 0.500000 C[0,0,1,1]
3.975073 10.795073 15.604073 @ 0.500000 C[0,0,1,1]
7.362073 9.709073 15.344073 @ 0.500000 C[0,0,1,1]
8.173073 10.078073 14.919073 @ 0.500000 C[0,0,1,1]
4.886073 12.097073 14.643073 @ 0.500000 C[0,0,1,1]
4.638073 11.259073 15.128073 @ 0.500000 C[0,0,1,1]
7.282073 10.861073 15.324073 @ 0.500000 C[0,0,1,1]
11.839073 11.021073 14.514073 @ 0.500000 C[0,0,1,1]
0.896073 11.479073 15.355073 @ 0.500000 C[0,0,1,1]
1.416073 12.158073 14.930073 @ 0.500000 C[0,0,1,1]
4.109073 12.384073 15.193073 @ 0.500000 C[0,0,1,1]
6.365073 12.026073 15.813073 @ 0.500000 C[0,0,1,1]
3.038073 1.069073 13.265073 @ 0.500000 C[0,0,1,1]
0.047073 4.520073 14.608073 @ 0.500000 C[0,0,1,1]
0.866073 0.885073 16.757073 @ 0.500000 C[0,0,1,1]
2.724073 1.197073 16.180073 @ 0.500000 C[0,0,1,1]
0.009073 6.317073 13.365073 @ 0.500000 C[0,0,1,1]
0.850073 1.432073 15.936073 @ 0.500000 C[0,0,1,1]
1.945073 2.103073 16.352073 @ 0.500000 C[0,0,1,1]
2.673073 2.461073 15.827073 @ 0.500000 C[0,0,1,1]
4.412073 1.823073 16.135073 @ 0.500000 C[0,0,1,1]
5.215073 2.507073 15.649073 @ 0.500000 C[0,0,1,1]
0.214073 3.994073 15.877073 @ 0.500000 C[0,0,1,1]
4.626073 3.141073 16.002073 @ 0.500000 C[0,0,1,1]
0.285073 4.887073 15.597073 @ 0.500000 C[0,0,1,1]
2.976073 4.622073 15.987073 @ 0.500000 C[0,0,1,1]
5.959073 4.384073 16.284073 @ 0.500000 C[0,0,1,1]
8.338073 4.063073 15.113073 @ 0.500000 C[0,0,1,1]
1.167073 5.072073 15.928073 @ 0.500000 C[0,0,1,1]
2.249073 5.573073 15.347073 @ 0.500000 C[0,0,1,1]
4.866073 4.691073 16.664073 @ 0.500000 C[0,0,1,1]
6.668073 4.949073 16.081073 @ 0.500000 C[0,0,1,1]
0.451073 5.871073 16.326073 @ 0.500000 C[0,0,1,1]
1.283073 6.137073 16.009073 @ 0.500000 C[0,0,1,1]
2.318073 5.277073 16.257073 @ 0.500000 C[0,0,1,1]
5.697073 6.093073 15.653073 @ 0.500000 C[0,0,1,1]
7.128073 5.711073 15.739073 @ 0.500000 C[0,0,1,1]
2.812073 6.107073 16.460073 @ 0.500000 C[0,0,1,1]
4.035073 6.475073 15.332073 @ 0.500000 C[0,0,1,1]
4.458073 7.045073 16.012073 @ 0.500000 C[0,0,1,1]
0.394073 7.751073 15.585073 @ 0.500000 C[0,0,1,1]
2.398073 6.741073 15.831073 @ 0.500000 C[0,0,1,1]
3.290073 7.295073 15.424073 @ 0.500000 C[0,0,1,1]
5.670073 7.401073 16.310073 @ 0.500000 C[0,0,1,1]
1.539073 8.043073 16.095073 @ 0.500000 C[0,0,1,1]
4.947073 7.966073 15.747073 @ 0.500000 C[0,0,1,1]
6.189073 8.087073 15.863073 @ 0.500000 C[0,0,1,1]
3.031073 8.733073 16.239073 @ 0.500000 C[0,0,1,1]
4.531073 9.629073 16.282073 @ 0.500000 C[0,0,1,1]
5.846073 8.663073 16.510073 @ 0.500000 C[0,0,1,1]
7.085073 8.440073 15.822073 @ 0.500000 C[0,0,1,1]
7.938073 8.921073 15.672073 @ 0.500000 C[0,0,1,1]
2.062073 10.069073 15.986073 @ 0.500000 C[0,0,1,1]
2.826073 9.583073 15.732073 @ 0.500000 C[0,0,1,1]
5.521073 9.615073 16.278073 @ 0.500000 C[0,0,1,1]
7.405073 9.451073 16.466073 @ 0.500000 C[0,0,1,1]
9.239073 9.997073 15.072073 @ 0.500000 C[0,0,1,1]
2.954073 10.180073 16.428073 @ 0.500000 C[0,0,1,1]
4.255073 10.794073 16.508073 @ 0.500000 C[0,0,1,1]
7.242073 10.457073 16.433073 @ 0.500000 C[0,0,1,1]
8.762073 10.599073 15.666073 @ 0.500000 C[0,0,1,1]
12.393073 5.174073 13.031073 @ 0.500000 C[0,0,1,1]
2.491073 11.183073 15.961073 @ 0.500000 C[0,0,1,1]
5.389073 11.047073 16.357073 @ 0.500000 C[0,0,1,1]
6.296073 11.460073 16.541073 @ 0.500000 C[0,0,1,1]
7.890073 11.145073 16.006073 @ 0.500000 C[0,0,1,1]
1.334073 12.462073 16.265073 @ 0.500000 C[0,0,1,1]
3.671073 11.591073 16.178073 @ 0.500000 C[0,0,1,1]
3.755073 0.757073 12.738073 @ 0.500000 C[0,0,1,1]
11.890073 9.184073 12.585073 @ 0.500000 C[0,0,1,1]
1.795073 1.049073 16.439073 @ 0.500000 C[0,0,1,1]
0.135073 7.719073 13.672073 @ 0.500000 C[0,0,1,1]
0.154073 2.113073 16.062073 @ 0.500000 C[0,0,1,1]
1.526073 1.804073 17.175073 @ 0.500000 C[0,0,1,1]
2.716073 1.399073 17.146073 @ 0.500000 C[0,0,1,1]
2.708073 2.844073 17.138073 @ 0.500000 C[0,0,1,1]
1.191073 2.668073 17.062073 @ 0.500000 C[0,0,1,1]
1.885073 2.968073 17.664073 @ 0.500000 C[0,0,1,1]
0.366073 3.460073 16.876073 @ 0.500000 C[0,0,1,1]
0.832073 4.444073 16.774073 @ 0.500000 C[0,0,1,1]
1.463073 4.171073 15.919073 @ 0.500000 C[0,0,1,1]
5.189073 3.818073 16.361073 @ 0.500000 C[0,0,1,1]
3.609073 5.224073 16.275073 @ 0.500000 C[0,0,1,1]
1.218073 6.259073 17.517073 @ 0.500000 C[0,0,1,1]
2.116073 6.294073 17.202073 @ 0.500000 C[0,0,1,1]
4.280073 5.702073 17.037073 @ 0.500000 C[0,0,1,1]
0.478073 6.928073 16.054073 @ 0.500000 C[0,0,1,1]
3.300073 6.961073 16.331073 @ 0.500000 C[0,0,1,1]
4.050073 6.267073 16.346073 @ 0.500000 C[0,0,1,1]
6.325073 6.990073 15.749073 @ 0.500000 C[0,0,1,1]
5.250073 7.800073 17.197073 @ 0.500000 C[0,0,1,1]
6.206073 7.777073 17.026073 @ 0.500000 C[0,0,1,1]
0.936073 7.597073 16.870073 @ 0.500000 C[0,0,1,1]
2.622073 7.806073 16.348073 @ 0.500000 C[0,0,1,1]
3.764073 7.900073 16.065073 @ 0.500000 C[0,0,1,1]
4.493073 8.344073 16.506073 @ 0.500000 C[0,0,1,1]
1.330073 8.723073 16.713073 @ 0.500000 C[0,0,1,1]
3.651073 9.072073 16.949073 @ 0.500000 C[0,0,1,1]
6.666073 8.883073 16.996073 @ 0.500000 C[0,0,1,1]
0.400073 8.557073 16.779073 @ 0.500000 C[0,0,1,1]
5.038073 9.429073 17.074073 @ 0.500000 C[0,0,1,1]
6.329073 9.726073 16.716073 @ 0.500000 C[0,0,1,1]
8.279073 9.082073 16.664073 @ 0.500000 C[0,0,1,1]
8.356073 9.990073 16.313073 @ 0.500000 C[0,0,1,1]
0.220073 10.989073 16.104073 @ 0.500000 C[0,0,1,1]
1.320073 10.615073 16.335073 @ 0.500000 C[0,0,1,1]
6.350073 10.469073 16.015073 @ 0.500000 C[0,0,1,1]
1.702073 11.971073 16.997073 @ 0.500000 C[0,0,1,1]
2.746073 11.114073 16.882073 @ 0.500000 C[0,0,1,1]
4.934073 10.801073 17.191073 @ 0.500000 C[0,0,1,1]
0.595073 11.968073 16.581073 @ 0.500000 C[0,0,1,1]
4.610073 11.648073 16.080073 @ 0.500000 C[0,0,1,1]
5.564073 12.007073 16.425073 @ 0.500000 C[0,0,1,1]
0.344073 9.779073 19.121073 @ 0.500000 C[0,0,1,1]
8.694073 10.006073 12.650073 @ 0.500000 C[0,0,1,1]
0.212073 2.933073 22.961073 @ 0.500000 C[0,0,1,1]
0.483073 1.834073 17.218073 @ 0.500000 C[0,0,1,1]
0.313073 5.653073 20.901073 @ 0.500000 C[0,0,1,1]
0.925073 11.385073 19.084073 @ 0.500000 C[0,0,1,1]
0.353073 4.444073 20.943073 @ 0.500000 C[0,0,1,1]
2.968073 2.111073 17.666073 @ 0.500000 C[0,0,1,1]
0.382073 2.934073 18.048073 @ 0.500000 C[0,0,1,1]
3.135073 3.580073 17.587073 @ 0.500000 C[0,0,1,1]
3.133073 3.693073 16.634073 @ 0.500000 C[0,0,1,1]
1.706073 4.572073 17.246073 @ 0.500000 C[0,0,1,1]
2.238073 3.820073 17.086073 @ 0.500000 C[0,0,1,1]
2.867073 4.587073 17.108073 @ 0.500000 C[0,0,1,1]
3.825073 4.883073 17.077073 @ 0.500000 C[0,0,1,1]
0.881073 5.217073 17.309073 @ 0.500000 C[0,0,1,1]
0.462073 5.915073 17.832073 @ 0.500000 C[0,0,1,1]
2.967073 5.972073 17.485073 @ 0.500000 C[0,0,1,1]
3.754073 6.528073 17.415073 @ 0.500000 C[0,0,1,1]
5.245073 6.256073 17.315073 @ 0.500000 C[0,0,1,1]
1.955073 7.536073 17.244073 @ 0.500000 C[0,0,1,1]
2.859073 7.386073 17.262073 @ 0.500000 C[0,0,1,1]
4.586073 6.893073 17.612073 @ 0.500000 C[0,0,1,1]
3.856073 7.666073 17.897073 @ 0.500000 C[0,0,1,1]
5.958073 7.979073 17.877073 @ 0.500000 C[0,0,1,1]
3.134073 8.468073 17.407073 @ 0.500000 C[0,0,1,1]
4.641073 8.717073 17.677073 @ 0.500000 C[0,0,1,1]
5.151073 8.509073 18.455073 @ 0.500000 C[0,0,1,1]
0.039073 4.759073 13.440073 @ 0.500000 C[0,0,1,1]
0.711073 9.166073 17.597073 @ 0.500000 C[0,0,1,1]
1.389073 9.656073 17.058073 @ 0.500000 C[0,0,1,1]
2.479073 10.166073 17.501073 @ 0.500000 C[0,0,1,1]
3.529073 9.911073 17.633073 @ 0.500000 C[0,0,1,1]
6.967073 9.772073 17.591073 @ 0.500000 C[0,0,1,1]
8.174073 7.294073 12.564073 @ 0.500000 C[0,0,1,1]
0.144073 10.541073 17.009073 @ 0.500000 C[0,0,1,1]
1.339073 10.017073 17.939073 @ 0.500000 C[0,0,1,1]
5.143073 10.087073 17.807073 @ 0.500000 C[0,0,1,1]
2.011073 12.077073 17.901073 @ 0.500000 C[0,0,1,1]
4.511073 12.140073 17.453073 @ 0.500000 C[0,0,1,1]
12.398073 3.651073 12.567073 @ 0.500000 C[0,0,1,1]
0.834073 11.991073 17.672073 @ 0.500000 C[0,0,1,1]
0.191073 12.006073 20.075073 @ 0.500000 C[0,0,1,1]
0.028073 10.439073 13.498073 @ 0.500000 C[0,0,1,1]
1.102073 9.575073 12.692073 @ 0.500000 C[0,0,1,1]
0.879073 2.125073 18.173073 @ 0.500000 C[0,0,1,1]
1.761073 2.346073 18.445073 @ 0.500000 C[0,0,1,1]
0.180073 5.289073 12.664073 @ 0.500000 C[0,0,1,1]
2.439073 3.209073 18.400073 @ 0.500000 C[0,0,1,1]
7.819073 1.449073 12.655073 @ 0.500000 C[0,0,1,1]
3.777073 12.270073 23.965073 @ 0.500000 C[0,0,1,1]
1.183073 3.282073 18.572073 @ 0.500000 C[0,0,1,1]
2.041073 4.106073 18.392073 @ 0.500000 C[0,0,1,1]
1.071073 4.039073 19.123073 @ 0.500000 C[0,0,1,1]
2.969073 4.736073 18.098073 @ 0.500000 C[0,0,1,1]
1.371073 5.432073 18.414073 @ 0.500000 C[0,0,1,1]
2.303073 5.315073 17.794073 @ 0.500000 C[0,0,1,1]
3.027073 6.429073 19.323073 @ 0.500000 C[0,0,1,1]
3.337073 6.784073 18.456073 @ 0.500000 C[0,0,1,1]
0.709073 6.860073 18.116073 @ 0.500000 C[0,0,1,1]
2.437073 7.210073 18.510073 @ 0.500000 C[0,0,1,1]
5.362073 7.365073 18.249073 @ 0.500000 C[0,0,1,1]
0.410073 7.747073 17.901073 @ 0.500000 C[0,0,1,1]
1.318073 8.145073 17.614073 @ 0.500000 C[0,0,1,1]
5.906073 9.088073 18.448073 @ 0.500000 C[0,0,1,1]
1.075073 8.786073 18.810073 @ 0.500000 C[0,0,1,1]
